"Municipio";"Populacao_residente"
"431340 NOVO HAMBURGO";235879
"431342 NOVO MACHADO";3246
"431344 NOVO TIRADENTES";2188
"431346 NOVO XINGU";1678
"431349 NOVO BARREIRO";4371
"431350 OSORIO";48929
"431360 PAIM FILHO";3691
"431365 PALMARES DO SUL";13170
"431370 PALMEIRA DAS MISSOES";34233
"431380 PALMITINHO";8032
"431390 PANAMBI";45042
"431395 PANTANO GRANDE";10438
"431400 PARAI";7357
"431402 PARAISO DO SUL";6635
"431403 PARECI NOVO";4433
"431405 PAROBE";53555
"431406 PASSA SETE";4036
"431407 PASSO DO SOBRADO";6154
"431410 PASSO FUNDO";214564
"431413 PAULO BENTO";2188
"431415 PAVERAMA";8146
"431417 PEDRAS ALTAS";2100
"431420 PEDRO OSORIO";7634
"431430 PEJUCARA";3819
"431440 PELOTAS";336131
"431442 PICADA CAFE";5470
"431445 PINHAL";3034
"431446 PINHAL DA SERRA";2299
"431447 PINHAL GRANDE";3867
"431449 PINHEIRINHO DO VALE";4637
"431450 PINHEIRO MACHADO";11409
"431454 PINTO BANDEIRA";2784
"431455 PIRAPO";2260
"431460 PIRATINI";17792
"431470 PLANALTO";10624
"431475 POCO DAS ANTAS";2222
"431477 PONTAO";3350
"431478 PONTE PRETA";1604
"431480 PORTAO";35237
"431490 PORTO ALEGRE";1389322
"431500 PORTO LUCENA";4424
"431505 PORTO MAUA";2176
"431507 PORTO VERA CRUZ";1585
"431510 PORTO XAVIER";10132
"431513 POUSO NOVO";1773
"431514 PRESIDENTE LUCENA";3159
"431515 PROGRESSO";5430
"431517 PROTASIO ALVES";2069
"431520 PUTINGA";3814
"431530 QUARAI";23988
"431531 QUATRO IRMAOS";1579
"431532 QUEVEDOS";2555
"431535 QUINZE DE NOVEMBRO";4000
"431540 REDENTORA";9934
"431545 RELVADO";1828
"431550 RESTINGA SECA";15213
"431555 RIO DOS INDIOS";2874
"431560 RIO GRANDE";198958
"431570 RIO PARDO";35666
"431575 RIOZINHO";4572
"431580 ROCA SALES";10644
"431590 RODEIO BONITO";6821
"431595 ROLADOR";2332
"431600 ROLANTE";21733
"431610 RONDA ALTA";9972
"431620 RONDINHA";5083
"431630 ROQUE GONZALES";6698
"431640 ROSARIO DO SUL";37700
"431642 SAGRADA FAMILIA";2529
"431643 SALDANHA MARINHO";2621
"431645 SALTO DO JACUI";10373
"431647 SALVADOR DAS MISSOES";2953
"431650 SALVADOR DO SUL";7182
"431660 SANANDUVA";16759
"431670 SANTA BARBARA DO SUL";8275
"431673 SANTA CECILIA DO SUL";1710
"431675 SANTA CLARA DO SUL";7067
"431680 SANTA CRUZ DO SUL";138104
"431690 SANTA MARIA";282244
"431695 SANTA MARIA DO HERVAL";6482
"431697 SANTA MARGARIDA DO SUL";2658
"431700 SANTANA DA BOA VISTA";7140
"431710 SANT'ANA DO LIVRAMENTO";87296
"431720 SANTA ROSA";79395
"431725 SANTA TEREZA";1531
"431730 SANTA VITORIA DO PALMAR";31961
"431740 SANTIAGO";50331
"431750 SANTO ANGELO";79130
"431755 SANTO ANTONIO DO PALMA";2134
"431760 SANTO ANTONIO DA PATRULHA";44393
"431770 SANTO ANTONIO DAS MISSOES";10493
"431775 SANTO ANTONIO DO PLANALTO";2136
"431780 SANTO AUGUSTO";14196
"431790 SANTO CRISTO";15656
"431795 SANTO EXPEDITO DO SUL";2395
"431800 SAO BORJA";61323
"431805 SAO DOMINGOS DO SUL";2808
"431810 SAO FRANCISCO DE ASSIS";17949
"431820 SAO FRANCISCO DE PAULA";22373
"431830 SAO GABRIEL";60102
"431840 SAO JERONIMO";21421
"431842 SAO JOAO DA URTIGA";4549
"431843 SAO JOAO DO POLESINE";2707
"431844 SAO JORGE";2976
"431845 SAO JOSE DAS MISSOES";2403
"431846 SAO JOSE DO HERVAL";1934
"431848 SAO JOSE DO HORTENCIO";4551
"431849 SAO JOSE DO INHACORA";2463
"431850 SAO JOSE DO NORTE";26245
"431860 SAO JOSE DO OURO";6978
"431861 SAO JOSE DO SUL";2440
"431862 SAO JOSE DOS AUSENTES";4286
"431870 SAO LEOPOLDO";225669
"431880 SAO LOURENCO DO SUL";43283
"431890 SAO LUIZ GONZAGA";35858
"431900 SAO MARCOS";21537
"431910 SAO MARTINHO";5589
"431912 SAO MARTINHO DA SERRA";2911
"431915 SAO MIGUEL DAS MISSOES";7196
"431920 SAO NICOLAU";5248
"431930 SAO PAULO DAS MISSOES";5948
"431935 SAO PEDRO DA SERRA";3614
"431936 SAO PEDRO DAS MISSOES";1791
"431937 SAO PEDRO DO BUTIA";3139
"431940 SAO PEDRO DO SUL";15870
"431950 SAO SEBASTIAO DO CAI";24883
"431960 SAO SEPE";21575
"431970 SAO VALENTIM";3324
"431971 SAO VALENTIM DO SUL";2255
"431973 SAO VALERIO DO SUL";2594
"431975 SAO VENDELINO";2306
"431980 SAO VICENTE DO SUL";8259
"431990 SAPIRANGA";77898
"432000 SAPUCAIA DO SUL";136542
"432010 SARANDI";23356
"432020 SEBERI";12313
"432023 SEDE NOVA";2753
"432026 SEGREDO";6107
"432030 SELBACH";5220
"432032 SENADOR SALGADO FILHO";2726
"432035 SENTINELA DO SUL";5422
"432040 SERAFINA CORREA";17379
"432045 SERIO";2093
"432050 SERTAO";5637
"432055 SERTAO SANTANA";5988
"432057 SETE DE SETEMBRO";1884
"432060 SEVERIANO DE ALMEIDA";3467
"432065 SILVEIRA MARTINS";2060
"432067 SINIMBU";8698
"432070 SOBRADINHO";14512
"432080 SOLEDADE";30936
"432085 TABAI";4565
"432090 TAPEJARA";25201
"432100 TAPERA";10822
"432110 TAPES";14938
"432120 TAQUARA";54360
"432130 TAQUARI";25968
"432132 TAQUARUCU DO SUL";3190
"432135 TAVARES";5319
"432140 TENENTE PORTELA";14811
"432143 TERRA DE AREIA";10569
"432145 TEUTONIA";33963
"432146 TIO HUGO";3352
"432147 TIRADENTES DO SUL";5201
"432149 TOROPI";2598
"432150 TORRES";43268
"432160 TRAMANDAI";56296
"432162 TRAVESSEIRO";2193
"432163 TRES ARROIOS";2638
"432166 TRES CACHOEIRAS";11216
"432170 TRES COROAS";24420
"432180 TRES DE MAIO";25452
"432183 TRES FORQUILHAS";2814
"432185 TRES PALMEIRAS";4826
"432190 TRES PASSOS";26284
"432195 TRINDADE DO SUL";7766
"432200 TRIUNFO";28414
"432210 TUCUNDUVA";5649
"432215 TUNAS";3739
"432218 TUPANCI DO SUL";1398
"432220 TUPANCIRETA";20345
"432225 TUPANDI";5160
"432230 TUPARENDI";8536
"432232 TURUCU";3489
"432234 UBIRETAMA";2028
"432235 UNIAO DA SERRA";1186
"432237 UNISTALDA";2052
"432240 URUGUAIANA";120885
"432250 VACARIA";66110
"432252 VALE VERDE";3214
"432253 VALE DO SOL";10080
"432254 VALE REAL";6213
"432255 VANINI";2047
"432260 VENANCIO AIRES";70805
"432270 VERA CRUZ";27638
"432280 VERANOPOLIS";24540
"432285 VESPASIANO CORREA";1852
"432290 VIADUTOS";4852
"432300 VIAMAO";232113
"432310 VICENTE DUTRA";4747
"432320 VICTOR GRAEFF";2832
"432330 VILA FLORES";3736
"432335 VILA LANGARO";2122
"432340 VILA MARIA";4512
"432345 VILA NOVA DO SUL";3935
"432350 VISTA ALEGRE";2712
"432360 VISTA ALEGRE DO PRATA";1624
"432370 VISTA GAUCHA";2842
"432375 VITORIA DAS MISSOES";3318
"432377 WESTFALIA";3219
"432380 XANGRI-LA";16907
"500020 AGUA CLARA";17647
"500025 ALCINOPOLIS";4648
"500060 AMAMBAI";41414
"500070 ANASTACIO";24741
"500080 ANAURILANDIA";7735
"500085 ANGELICA";11203
"500090 ANTONIO JOAO";9641
"500100 APARECIDA DO TABOADO";29446
"500110 AQUIDAUANA";48561
"500124 ARAL MOREIRA";11085
"500150 BANDEIRANTES";8276
"500190 BATAGUASSU";24004
"500200 BATAYPORA";10953
"500210 BELA VISTA";21965
"500215 BODOQUENA";8849
"500220 BONITO";24761
"500230 BRASILANDIA";11840
"500240 CAARAPO";32406
"500260 CAMAPUA";13920
"500270 CAMPO GRANDE";954537
"500280 CARACOL";5115
"500290 CASSILANDIA";21549
"500295 CHAPADAO DO SUL";33791
"500310 CORGUINHO";4893
"500315 CORONEL SAPUCAIA";14661
"500320 CORUMBA";99107
"500325 COSTA RICA";28163
"500330 COXIM";33390
"500345 DEODAPOLIS";14210
"500348 DOIS IRMAOS DO BURITI";11470
"500350 DOURADINA";5749
"500370 DOURADOS";260640
"500375 ELDORADO";11633
"500380 FATIMA DO SUL";21388
"500390 FIGUEIRAO";3709
"500400 GLORIA DE DOURADOS";10777
"500410 GUIA LOPES DA LAGUNA";10135
"500430 IGUATEMI";14017
"500440 INOCENCIA";8712
"500450 ITAPORA";25075
"500460 ITAQUIRAI";19996
"500470 IVINHEMA";29613
"500480 JAPORA";8409
"500490 JARAGUARI";7425
"500500 JARDIM";24509
"500510 JATEI";3620
"500515 JUTI";7009
"500520 LADARIO";22290
"500525 LAGUNA CARAPA";7012
"500540 MARACAJU";47558
"500560 MIRANDA";26487
"500568 MUNDO NOVO";19937
"500570 NAVIRAI";52707
"500580 NIOAQUE";13412
"500600 NOVA ALVORADA DO SUL";23054
"500620 NOVA ANDRADINA";50610
"500625 NOVO HORIZONTE DO SUL";4811
"500627 PARAISO DAS AGUAS";5777
"500630 PARANAIBA";42543
"500635 PARANHOS";13323
"500640 PEDRO GOMES";6974
"500660 PONTA PORA";97577
"500690 PORTO MURTINHO";12864
"500710 RIBAS DO RIO PARDO";23996
"500720 RIO BRILHANTE";39936
"500730 RIO NEGRO";4933
"500740 RIO VERDE DE MATO GROSSO";20393
"500750 ROCHEDO";5407
"500755 SANTA RITA DO PARDO";7174
"500769 SAO GABRIEL DO OESTE";31694
"500770 SETE QUEDAS";11301
"500780 SELVIRIA";8593
"500790 SIDROLANDIA";49374
"500793 SONORA";14822
"500795 TACURU";11159
"500797 TAQUARUSSU";3730
"500800 TERENOS";18139
"500830 TRES LAGOAS";141435
"500840 VICENTINA";6476
"510010 ACORIZAL";4990
"510020 AGUA BOA";31314
"510025 ALTA FLORESTA";61291
"510030 ALTO ARAGUAIA";17657
"510035 ALTO BOA VISTA";5875
"510040 ALTO GARCAS";13707
"510050 ALTO PARAGUAI";7717
"510060 ALTO TAQUARI";11571
"510080 APIACAS";8692
"510100 ARAGUAIANA";3950
"510120 ARAGUAINHA";1006
"510125 ARAPUTANGA";14854
"510130 ARENAPOLIS";10747
"510140 ARIPUANA";26010
"510160 BARAO DE MELGACO";7204
"510170 BARRA DO BUGRES";29576
"510180 BARRA DO GARCAS";72694
"510185 BOM JESUS DO ARAGUAIA";7731
"510190 BRASNORTE";17496
"510250 CACERES";91626
"510260 CAMPINAPOLIS";15713
"510263 CAMPO NOVO DO PARECIS";50033
"510267 CAMPO VERDE";47831
"510268 CAMPOS DE JULIO";9608
"510269 CANABRAVA DO NORTE";4480
"510270 CANARANA";27657
"510279 CARLINDA";10324
"510285 CASTANHEIRA";7459
"510300 CHAPADA DOS GUIMARAES";19374
"510305 CLAUDIA";9436
"510310 COCALINHO";6428
"510320 COLIDER";32010
"510325 COLNIZA";26090
"510330 COMODORO";18461
"510335 CONFRESA";37541
"510336 CONQUISTA D'OESTE";3874
"510337 COTRIGUACU";10398
"510340 CUIABA";682932
"510343 CURVELANDIA";4967
"510345 DENISE";6815
"510350 DIAMANTINO";22479
"510360 DOM AQUINO";7915
"510370 FELIZ NATAL";10564
"510380 FIGUEIROPOLIS D'OESTE";3112
"510385 GAUCHA DO NORTE";9181
"510390 GENERAL CARNEIRO";6250
"510395 GLORIA D'OESTE";2899
"510410 GUARANTA DO NORTE";31328
"510420 GUIRATINGA";10532
"510450 INDIAVAI";2194
"510452 IPIRANGA DO NORTE";8409
"510454 ITANHANGA";8049
"510455 ITAUBA";5161
"510460 ITIQUIRA";12519
"510480 JACIARA";29560
"510490 JANGADA";7447
"510500 JAURU";8076
"510510 JUARA";35899
"510515 JUINA";47800
"510517 JURUENA";10149
"510520 JUSCIMEIRA";11620
"510523 LAMBARI D'OESTE";4724
"510525 LUCAS DO RIO VERDE";92256
"510530 LUCIARA";2591
"510550 VILA BELA DA SANTISSIMA TRINDADE";17384
"510558 MARCELANDIA";11414
"510560 MATUPA";21415
"510562 MIRASSOL D'OESTE";27511
"510590 NOBRES";15753
"510600 NORTELANDIA";5935
"510610 NOSSA SENHORA DO LIVRAMENTO";11658
"510615 NOVA BANDEIRANTES";14160
"510617 NOVA NAZARE";4467
"510618 NOVA LACERDA";6965
"510619 NOVA SANTA HELENA";4431
"510620 NOVA BRASILANDIA";3853
"510621 NOVA CANAA DO NORTE";11771
"510622 NOVA MUTUM";61223
"510623 NOVA OLIMPIA";16314
"510624 NOVA UBIRATA";12108
"510625 NOVA XAVANTINA";25486
"510626 NOVO MUNDO";6444
"510627 NOVO HORIZONTE DO NORTE";3307
"510628 NOVO SAO JOAQUIM";7160
"510629 PARANAITA";11989
"510630 PARANATINGA";28228
"510631 NOVO SANTO ANTONIO";2040
"510637 PEDRA PRETA";18722
"510642 PEIXOTO DE AZEVEDO";33599
"510645 PLANALTO DA SERRA";3287
"510650 POCONE";31269
"510665 PONTAL DO ARAGUAIA";7299
"510670 PONTE BRANCA";2076
"510675 PONTES E LACERDA";54795
"510677 PORTO ALEGRE DO NORTE";12524
"510680 PORTO DOS GAUCHOS";5690
"510682 PORTO ESPERIDIAO";10167
"510685 PORTO ESTRELA";3181
"510700 POXOREO";24587
"510704 PRIMAVERA DO LESTE";92927
"510706 QUERENCIA";29820
"510710 SAO JOSE DOS QUATRO MARCOS";17830
"510715 RESERVA DO CABACAL";2062
"510718 RIBEIRAO CASCALHEIRA";10431
"510719 RIBEIRAOZINHO";2697
"510720 RIO BRANCO";4489
"510724 SANTA CARMEM";5677
"510726 SANTO AFONSO";2460
"510729 SAO JOSE DO POVO";2780
"510730 SAO JOSE DO RIO CLARO";14662
"510735 SAO JOSE DO XINGU";6168
"510740 SAO PEDRO DA CIPA";4247
"510757 RONDOLANDIA";3527
"510760 RONDONOPOLIS";259167
"510770 ROSARIO OESTE";15236
"510774 SANTA CRUZ DO XINGU";2834
"510775 SALTO DO CEU";3679
"510776 SANTA RITA DO TRIVELATO";3463
"510777 SANTA TEREZINHA";7720
"510779 SANTO ANTONIO DO LESTE";4212
"510780 SANTO ANTONIO DO LEVERGER";16795
"510785 SAO FELIX DO ARAGUAIA";14332
"510787 SAPEZAL";31499
"510788 SERRA NOVA DOURADA";1901
"510790 SINOP";216029
"510792 SORRISO";120985
"510794 TABAPORA";9908
"510795 TANGARA DA SERRA";112547
"510800 TAPURAH";15272
"510805 TERRA NOVA DO NORTE";10641
"510810 TESOURO";2977
"510820 TORIXOREU";4230
"510830 UNIAO DO SUL";3897
"510835 VALE DE SAO DOMINGOS";2907
"510840 VARZEA GRANDE";314627
"510850 VERA";13389
"510860 VILA RICA";19827
"510880 NOVA GUARITA";4579
"510885 NOVA MARILANDIA";3678
"510890 NOVA MARINGA";5775
"510895 NOVA MONTE VERDE";8451
"520005 ABADIA DE GOIAS";21165
"520010 ABADIANIA";17638
"520013 ACREUNA";21995
"520015 ADELANDIA";2297
"520017 AGUA FRIA DE GOIAS";4991
"520020 AGUA LIMPA";1856
"520025 AGUAS LINDAS DE GOIAS";240613
"520030 ALEXANIA";28009
"520050 ALOANDIA";1984
"520055 ALTO HORIZONTE";6375
"520060 ALTO PARAISO DE GOIAS";10936
"520080 ALVORADA DO NORTE";8597
"520082 AMARALINA";3281
"520085 AMERICANO DO BRASIL";5281
"520090 AMORINOPOLIS";2952
"520110 ANAPOLIS";415847
"520120 ANHANGUERA";921
"520130 ANICUNS";18443
"520140 APARECIDA DE GOIANIA";550925
"520145 APARECIDA DO RIO DOCE";3012
"520150 APORE";4452
"520160 ARACU";3842
"520170 ARAGARCAS";18604
"520180 ARAGOIANIA";12554
"520215 ARAGUAPAZ";7182
"520235 ARENOPOLIS";2930
"520250 ARUANA";8515
"520260 AURILANDIA";3266
"520280 AVELINOPOLIS";2963
"520310 BALIZA";3335
"520320 BARRO ALTO";10738
"520330 BELA VISTA DE GOIAS";36583
"520340 BOM JARDIM DE GOIAS";7824
"520350 BOM JESUS DE GOIAS";24701
"520355 BONFINOPOLIS";10828
"520357 BONOPOLIS";3306
"520360 BRAZABRANTES";4149
"520380 BRITANIA";5788
"520390 BURITI ALEGRE";10831
"520393 BURITI DE GOIAS";2789
"520396 BURITINOPOLIS";3154
"520400 CABECEIRAS";7678
"520410 CACHOEIRA ALTA";11789
"520420 CACHOEIRA DE GOIAS";1419
"520425 CACHOEIRA DOURADA";7801
"520430 CACU";14006
"520440 CAIAPONIA";16655
"520450 CALDAS NOVAS";104788
"520455 CALDAZINHA";4735
"520460 CAMPESTRE DE GOIAS";3854
"520465 CAMPINACU";3758
"520470 CAMPINORTE";12879
"520480 CAMPO ALEGRE DE GOIAS";7711
"520485 CAMPO LIMPO DE GOIAS";8449
"520490 CAMPOS BELOS";18258
"520495 CAMPOS VERDES";3899
"520500 CARMO DO RIO VERDE";9937
"520505 CASTELANDIA";2921
"520510 CATALAO";120789
"520520 CATURAI";5318
"520530 CAVALCANTE";9721
"520540 CERES";22484
"520545 CEZARINA";8265
"520547 CHAPADAO DO CEU";13897
"520549 CIDADE OCIDENTAL";98963
"520551 COCALZINHO DE GOIAS";26638
"520552 COLINAS DO SUL";4153
"520570 CORREGO DO OURO";2456
"520580 CORUMBA DE GOIAS";10714
"520590 CORUMBAIBA";9416
"520620 CRISTALINA";65705
"520630 CRISTIANOPOLIS";3630
"520640 CRIXAS";17445
"520650 CROMINIA";3977
"520660 CUMARI";2955
"520670 DAMIANOPOLIS";3884
"520680 DAMOLANDIA";2755
"520690 DAVINOPOLIS";1901
"520710 DIORAMA";2023
"520725 DOVERLANDIA";6895
"520735 EDEALINA";4087
"520740 EDEIA";11953
"520750 ESTRELA DO NORTE";3224
"520753 FAINA";7164
"520760 FAZENDA NOVA";5878
"520780 FIRMINOPOLIS";10365
"520790 FLORES DE GOIAS";14156
"520800 FORMOSA";120478
"520810 FORMOSO";4681
"520815 GAMELEIRA DE GOIAS";3542
"520830 DIVINOPOLIS DE GOIAS";4440
"520840 GOIANAPOLIS";14555
"520850 GOIANDIRA";4986
"520860 GOIANESIA";77014
"520870 GOIANIA";1494599
"520880 GOIANIRA";78754
"520890 GOIAS";24233
"520910 GOIATUBA";36777
"520915 GOUVELANDIA";4356
"520920 GUAPO";20588
"520929 GUARAITA";2185
"520940 GUARANI DE GOIAS";4106
"520945 GUARINOS";2165
"520960 HEITORAI";3360
"520970 HIDROLANDIA";29827
"520980 HIDROLINA";3514
"520990 IACIARA";10430
"520993 INACIOLANDIA";6061
"520995 INDIARA";17747
"521000 INHUMAS";53629
"521010 IPAMERI";26163
"521015 IPIRANGA DE GOIAS";2964
"521020 IPORA";36983
"521030 ISRAELANDIA";2540
"521040 ITABERAI";46943
"521056 ITAGUARI";5088
"521060 ITAGUARU";4880
"521080 ITAJA";4328
"521090 ITAPACI";21708
"521100 ITAPIRAPUA";8125
"521120 ITAPURANGA";26574
"521130 ITARUMA";6142
"521140 ITAUCU";7701
"521150 ITUMBIARA";112289
"521160 IVOLANDIA";2729
"521170 JANDAIA";6360
"521180 JARAGUA";46427
"521190 JATAI";110404
"521200 JAUPACI";2946
"521205 JESUPOLIS";2124
"521210 JOVIANIA";7247
"521220 JUSSARA";19901
"521225 LAGOA SANTA";1426
"521230 LEOPOLDO DE BULHOES";9035
"521250 LUZIANIA";218872
"521260 MAIRIPOTABA";2618
"521270 MAMBAI";8405
"521280 MARA ROSA";10815
"521290 MARZAGAO";2893
"521295 MATRINCHA";4033
"521300 MAURILANDIA";10239
"521305 MIMOSO DE GOIAS";2633
"521308 MINACU";26939
"521310 MINEIROS";73781
"521340 MOIPORA";1693
"521350 MONTE ALEGRE DE GOIAS";6613
"521370 MONTES CLAROS DE GOIAS";8972
"521375 MONTIVIDIU";12957
"521377 MONTIVIDIU DO NORTE";3770
"521380 MORRINHOS";53640
"521385 MORRO AGUDO DE GOIAS";2499
"521390 MOSSAMEDES";4655
"521400 MOZARLANDIA";15109
"521405 MUNDO NOVO";6223
"521410 MUTUNOPOLIS";3562
"521440 NAZARIO";8330
"521450 NEROPOLIS";33706
"521460 NIQUELANDIA";34466
"521470 NOVA AMERICA";2375
"521480 NOVA AURORA";2130
"521483 NOVA CRIXAS";13095
"521486 NOVA GLORIA";8375
"521487 NOVA IGUACU DE GOIAS";3072
"521490 NOVA ROMA";3053
"521500 NOVA VENEZA";9790
"521520 NOVO BRASIL";3568
"521523 NOVO GAMA";107092
"521525 NOVO PLANALTO";3723
"521530 ORIZONA";16890
"521540 OURO VERDE DE GOIAS";4108
"521550 OUVIDOR";7542
"521560 PADRE BERNARDO";36692
"521565 PALESTINA DE GOIAS";3132
"521570 PALMEIRAS DE GOIAS";33749
"521580 PALMELO";2273
"521590 PALMINOPOLIS";3939
"521600 PANAMA";2449
"521630 PARANAIGUARA";7470
"521640 PARAUNA";10749
"521645 PEROLANDIA";3000
"521680 PETROLINA DE GOIAS";9577
"521690 PILAR DE GOIAS";2288
"521710 PIRACANJUBA";25309
"521720 PIRANHAS";11913
"521730 PIRENOPOLIS";27757
"521740 PIRES DO RIO";33494
"521760 PLANALTINA";110619
"521770 PONTALINA";18685
"521800 PORANGATU";45400
"521805 PORTEIRAO";4225
"521810 PORTELANDIA";3234
"521830 POSSE";36060
"521839 PROFESSOR JAMIL";3732
"521850 QUIRINOPOLIS";49986
"521860 RIALMA";12551
"521870 RIANAPOLIS";3938
"521878 RIO QUENTE";3994
"521880 RIO VERDE";238025
"521890 RUBIATABA";20132
"521900 SANCLERLANDIA";8063
"521910 SANTA BARBARA DE GOIAS";6280
"521920 SANTA CRUZ DE GOIAS";3016
"521925 SANTA FE DE GOIAS";5036
"521930 SANTA HELENA DE GOIAS";39481
"521935 SANTA ISABEL";3556
"521940 SANTA RITA DO ARAGUAIA";5842
"521945 SANTA RITA DO NOVO DESTINO";2648
"521950 SANTA ROSA DE GOIAS";2837
"521960 SANTA TEREZA DE GOIAS";3225
"521970 SANTA TEREZINHA DE GOIAS";10818
"521971 SANTO ANTONIO DA BARRA";4293
"521973 SANTO ANTONIO DE GOIAS";7873
"521975 SANTO ANTONIO DO DESCOBERTO";74614
"521980 SAO DOMINGOS";9581
"521990 SAO FRANCISCO DE GOIAS";6491
"522000 SAO JOAO D'ALIANCA";14757
"522005 SAO JOAO DA PARAUNA";1807
"522010 SAO LUIS DE MONTES BELOS";35031
"522015 SAO LUIZ DO NORTE";4926
"522020 SAO MIGUEL DO ARAGUAIA";22079
"522026 SAO MIGUEL DO PASSA QUATRO";4621
"522028 SAO PATRICIO";2190
"522040 SAO SIMAO";17194
"522045 SENADOR CANEDO";169849
"522050 SERRANOPOLIS";8201
"522060 SILVANIA";22939
"522068 SIMOLANDIA";5693
"522070 SITIO D'ABADIA";2973
"522100 TAQUARAL DE GOIAS";4146
"522108 TERESINA DE GOIAS";2685
"522119 TEREZOPOLIS DE GOIAS";8243
"522130 TRES RANCHOS";2970
"522140 TRINDADE";150858
"522145 TROMBAS";3106
"522150 TURVANIA";4478
"522155 TURVELANDIA";5130
"522157 UIRAPURU";2809
"522160 URUACU";44150
"522170 URUANA";13871
"522180 URUTAI";3667
"522185 VALPARAISO DE GOIAS";213506
"522190 VARJAO";3768
"522200 VIANOPOLIS";15476
"522205 VICENTINOPOLIS";9077
"522220 VILA BOA";4185
"522230 VILA PROPICIO";5982
"530010 BRASILIA";2982818

